code, width, action, veg, votes, height
n53*l<c>5z,17,buy,Marrow,2669,   2.08
d75*i<b>Jd,17,buy,Cabbage,1960,   1.86
f03*p<v>2z,22,buy,Potato,527,   2.13
f12*k<f>0u,7,sell,Potato,1208,   1.88
e41*a<r>4d,11,sell,Okra,2301,   2.08
s67*e<k>7u,12,sell,Leek,2149,   1.82
gc2*u<w>9i,7,buy,Okra,637,   1.63
f09*w<m>3e,11,buy,Turnip,2065,   1.66
n93*k<h>2i,14,sell,Kale,989,   2.14
m48*i<f>6a,11,sell,Leek,2227,   1.18
h05*m<d>8e,16,sell,Turnip,2913,   2.03
f45*k<v>4r,5,sell,Corn,25,   1.88
z9t*n<q>1v,15,buy,Marrow,104,   1.94
w64fc<s>4s,9,sell,Potato,917,   2.06
w8a*z<l>0w,19,buy,Yam,1334,   1.09
q44*e<t>0f,12,sell,Carrot,447,   2.03
o64*s<q>1r,12,sell,Kale,2380,   1.81
y87*x<f>9s,16,sell,Parsnip,2638,   1.50
p07*b<l>9t,6,buy,Beetroot,2190,   1.95
z91*x<z>2e,8,buy,Parsnip,21,   2.05
c14*q<n>0o,5,sell,Pea,949,   0.93
u24*f<j>5y,7,sell,Marrow,2340,   1.63
e26*f<u>2p,22,sell,Leek,677,   1.34
f51*k<z>2a,5,buy,Kale,1494,   1.75
n19*b<w>4k,17,sell,Potato,2735,   1.99
x93*k<f>8y,17,sell,Mooli,2716,   1.97
x63*l<k>1k,18,sell,Parsnip,2033,   1.74
o57*v<r>1o,22,sell,Cabbage,2882,   1.83
b82*l<o>1i,13,sell,Swede,854,   1.03
d58*a<y>2x,10,buy,Turnip,1941,   2.04
r07*m<y>7w,11,sell,Marrow,1507,   1.96
a91*v<k>8r,21,sell,Sprout,1926,   0.90
u35*r<>7n,23,sell,Carrot,298,   2.05
o21*r<v>5z,6,sell,Corn,1397,   2.02
q15*w<b>8g,7,sell,Corn,1343,   2.12
s28*t<i>1a,24,buy,Squash,1701,   2.01
b49*f<s>0s,19,sell,Mooli,2718,   1.99
r18*n<t>2a,7,sell,Marrow,1208,   1.34
f43*k<q>8o,21,buy,Kale,924,   1.92
l98*r<v>8r,8,sell,Okra,1076,   0.98
e86*v<d>1p,5,sell,Broccoli,2203,   2.14
d42*9<l>6x,14,buy,Swede,1014,   1.96
d79*z<o>5g,19,sell,Leek,2725,   2.09
f11*y<i>1j,12,sell,Okra,1711,   2.11
o95*q<o>3y,11,sell,Kale,2767,   2.04
d68*p<x>0w,7,buy,Swede,1019,   1.82
k53*r<b>2g,11,sell,Pea,1754,   1.98
z9H*p<p>1y,16,buy,Kale,131,   2.06
35*y<v>2c,15,buy,Okra,1808,   2.05
i72*n<wT5i,5,sell,Kale,1542,   1.86
b28*k<n>6u,8,sell,Pea,1859,   1.23
p35*i<z>8n,16,sell,Parsnip,2484,   2.05
[72*u<m>4a,6,sell,Leek,544,   2.08
u27*q<g>5b,8,sell,Swede,1559,   1.86
r95*n<m>7k,23,buy,Carrot,2914,   2.06
y88*z<s>9i,13,sell,Squash,2896,   2.13
v01*k<b>3x,6,sell,Cabbage,2408,   1.66
m99*i<h>4f,18,sell,Kale,580,   1.93
a99*z<k>4f,21,sell,Kale,2044,   2.08
c26*t<w>4h,11,buy,Yam,2037,   1.98
o95*e<d>3m,10,sell,Kale,162,   2.13
j27*e<h>2v,11,sell,Pea,728,   2.05
z45*o9s>3e,10,sell,Carrot,729,   1.82
g40*m<b>1l,5,sell,Squash,863,   1.75
i23*p<d>8e,17,sell,Cabbage,1606,   1.85
s23*m<l>5w,13,sell,Marrow,2904,   1.90
m77*m<o>7g,6,sell,Onion,1002,   0.91
f13*u<v>8m,12,sell,Swede,1786,   1.98
d86*g<g>3v,13,sell,Marrow,979,   1.67
q56*q<o64q,7,sell,Pea,396,   1.85
q19*v<n>4s,5,sell,Carrot,529,   2.14
u90*f<k>3k,24,sell,Beetroot,1905,   1.96
y68*b<e>7o,24,sell,Turnip,1776,   1.98
a23*i<q>7m,12,sell,Mooli,1817,   2.11
w22*t<t>7p,23,buy,Okra,1954,   2.01
z80*a<c>2j,9,sell,Parsnip,2889,   1.97
g39*i<j>5x,6,sell,Okra,1741,   2.01
v45*x<g>4v,17,buy,Marrow,2581,   2.14
q68*c<w>2i,10,sell,Kale,2035,   1.93
u99*z<r>3m,22,buy,Marrow,1302,   1.82
z17*l<g>7j,6,sell,Marrow,2936,   2.08
o59*v<x>8h,16,buy,Leek,168,   1.96
d68*f<h>1h,24,sell,Carrot,1164,   2.14
o4~*o<i>6n,19,sell,Beetroot,1542,   1.18
Qr35*j<x>8k,16,sell,Turnip,1875,   0.78
m33*b<a>4h,21,sell,Marrow,1405,   2.06
c02*s<a>6m,16,sell,Leek,103,   1.99
m37*h<g>4a,13,sell,Kale,517,   2.09
v20*e<h>8m,22,buy,Kale,1620,   2.03
o57*y<u>3z,10,sell,Mooli,2598,   1.90
r25*j<x>8c,21,sell,Swede,1933,   2.12
f85*d<b>7x,19,buy,Turnip,2334,   1.84
a73*v<q>2e,14,buy,Leek,1155,   1.93
g12*x<c>8r,11,buy,Parsnip,2442,   1.93
j65*o<d>5d,16,buy,Pea,1983,   1.10
e67*m<r>4b,12,sell,Parsnip,1555,   2.09
i77*c<n>9x,6,buy,Yam,490,   1.08
d55*m<v>1m,5,sell,Leek,1304,   1.76
w31*g<u>4j,22,buy,Marrow,2847,   1.86
o11*m<o>7a,24,sell,Pea,2836,   1.83
t27*j<o>2s,9,sell,Kale,1839,   0.87
h70*a<i>0h,7,sell,Swede,2622,   2.03
n90*f<n>9f,19,sell,Potato,1568,   2.14
d58*e<v>1j,8,sell,Parsnip,436,   1.81
z87*b<m>7u,13,sell,Potato,2802,   1.88
r58*c<f>2c,18,buy,Marrow,522,   1.82
u32*e<w>3d,13,sell,Okra,2733,   1.84
k30*e<t>1j,9,sell,Turnip,2264,   1.67
m03*e<m>2s,21,sell,Kale,1382,   1.85
b02*a<w>3i,10,sell,Kale,144,   2.14
h9*r<h>4v,10,sell,Potato,2350,   1.31
y63*s<b>2k,17,sell,Potato,1259,   2.07
o15*f<y>1w,10,sell,Marrow,1752,   1.84
n0G*c<f>6e,11,sell,Swede,342,   2.06
h89*o<w>6i,21,buy,Broccoli,1406,   1.89
k86*c<n>3q,10,sell,Parsnip,611,   2.10
z39*p<f>0z,8,sell,Kale,60,   2.07
j99*z<j>5s,13,sell,Turnip,2186,   2.08
t34*s<uo9n,6,sell,Squash,2297,   1.50
k46*h<d>1n,11,sell,Cabbage,841,   1.54
i76*g<m>3m,13,sell,Cabbage,2664,   1.27
w85*q<l>3y,20,sell,Leek,1870,   1.05
u30*b<d>4m,11,sell,Parsnip,2016,   1.95
b24*w<w>7p,15,sell,Marrow,36,   1.84
n77*q<n>9e,12,buy,Mooli,1660,   1.89
n08*u<o>9t,14,buy,Parsnip,1425,   2.05
c94*u<z>8f,11,sell,Beetroot,1257,   1.85
w28*z<m>9l,21,buy,Beetroot,2586,   2.01
f62*q<z>4j,12,sell,Swede,2779,   1.25
e92*a<q>4y,7,sell,Kale,665,   1.85
d41*x<iO5d,15,sell,Kale,1702,   1.99
b63*i<e>0p,10,sell,Sprout,1037,   1.97
uL9*l<u>7u,6,sell,Pea,1493,   1.55
m52*y<t>5t,12,sell,Kale,216,   1.35
j60*x<z>6n,6,buy,Okra,2396,   2.15
p80*y<x>2r,11,sell,Potato,1709,   1.89
f87*l<e>2m,24,sell,Turnip,346,   1.92
l82*a<j>8p,17,buy,Potato,613,   2.00
w67*g<w>8z,11,sell,Carrot,1354,   1.94
p36*t<b>4g,12,sell,Cabbage,2636,   2.11
g52*x<h>1n,6,sell,Mooli,408,   1.85
a56*a<c>5r,18,sell,Sprout,1052,   1.97
e13*j<g>3f,9,buy,Okra,1543,   1.89
t80*i<o>3g,24,buy,Sprout,1044,   2.01
g50*f<g>0s,12,buy,Swede,2627,   2.09
e87*f<g>5o,13,sell,Potato,239,   1.86
a83*N<b>1c,12,sell,Okra,1149,   2.01
m86*p<m>9x,18,sell,Leek,290,   1.84
x69*z<p>5m,15,sell,Marrow,1959,   1.22
o82*ud>3m,17,sell,Marrow,2795,   1.90
v79*j<y>0f,15,sell,Swede,734,   2.14
p92*t<n>9p,9,buy,Kale,1802,   1.02
e42*w<4>0e,11,sell,Mooli,1824,   2.10
s60*f<o>8f,10,sell,Squash,2266,   1.87
z37*m<e>2h,9,buy,Pea,1081,   1.83
wL5*x<e>0n,8,sell,Cabbage,976,   1.91
x10*u<y>}e,15,sell,Sprout,1540,   2.03
a61*g<z>0w,23,sell,Cabbage,1004,   1.47
l33*o<s>5r,15,sell,Kale,1684,   1.93
p51*u<u>2n,15,sell,Carrot,2781,   2.06
e68*e<r>8k,8,sell,Broccoli,2953,   1.92
n5N*i<k>8u,5,sell,Potato,2697,   2.08
z43*b<v>2w,16,sell,Turnip,1080,   1.36
z11*u<x>9b,14,sell,Cabbage,2439,   2.07
f10*g<v>8r,10,sell,Parsnip,2053,   1.35
r027*k<p>7y,8,sell,Cabbage,2106,   1.50
a32*g<f>6v,9,sell,Leek,999,   2.02
a15*f<k>9m,12,sell,Pea,2653,   1.99
a76*g<k>6w,9,sell,Parsnip,2483,   0.87
l13*v<y>1y,22,buy,Marrow,1373,   1.46
e42*l<e>8a,23,sell,Carrot,564,   1.47
b11*b<g>4i,9,buy,Cabbage,1663,   2.07
k71*y<L>3n,13,buy,Pea,2411,   1.66
i58*n<m>6u,18,sell,Marrow,1998,   1.81
c56*p<p>3g,8,sell,Mooli,128,   2.04
w49*t<i>5d,14,sell,Yam,781,   1.50
p64*m<p>6z,11,buy,Sprout,1787,   0.83
a84*i<f7k,18,sell,Parsnip,514,   0.88
f70*a<e!>3o,7,sell,Carrot,2572,   1.88
j3J3*b<w>9j,24,sell,Swede,1429,   2.07
x51*l<x>5b,6,sell,Leek,2367,   2.06
q45*e<h>3y,20,sell,Parsnip,2023,   1.99
d23*m<j>7v,5,sell,Turnip,36,   1.97
x59*u<n>7f,5,sell,Carrot,842,   2.14
i95*m<f>7j,12,sell,Mooli,1967,   1.68
x11*e<n>9u,11,sell,Sprout,324,   2.12
h99*u<b>7i,7,sell,Sprout,702,   1.87
rk2*b<t>4t,16,sell,Carrot,898,   1.68
p21*c<o>3j,6,sell,Broccoli,2689,   1.96
i43*l<w>3a,10,sell,Kale,191,   1.81
j92*u<v>5j,5,sell,Corn,1323,   1.84
y51*z<w>5y,22,sell,Sprout,2798,   1.88
k06*s<q>6h,20,sell,Cabbage,1498,   1.98
k18*r<r>9h,14,buy,Corn,324,   1.03
x99*e<f>5s,18,buy,Sprout,210,   1.91
m74*r<u>0r,10,sell,Pea,1735,   2.11
t87*k<j>4z,10,buy,Parsnip,2871,   2.10
q31*n<r>6k,11,sell,Yam,1854,   1.99
x01*c<t>4q,7,buy,Carrot,557,   2.05
v18*m<w>8q,8,sell,Marrow,715,   2.08
i68au<t>1e,18,buy,Mooli,2540,   1.97
x79*a<r>7p,6,sell,Okra,1335,   1.48
v44*r<x>0h,9,sell,Corn,2628,   1.89
z79*q<e>3a,6,buy,Kale,1536,   1.88
l07*t<n>2a,11,buy,Pea,1164,   1.92
o36*e<z>0e,19,buy,Potato,2529,   1.52
x65*v<j>0u,11,sell,Mooli,1995,   1.86
k70*k<r>0c,5,buy,Turnip,1459,   2.11
u31*r<c>6u,9,sell,Corn,2698,   1.47
n66*g<v>5p,14,sell,Kale,1457,   2.06
h44*b<k*>9t,9,sell,Pea,2834,   2.00
i38*k<x>8s,21,sell,Leek,2500,   2.08
y16*b<e>1o,20,sell,Marrow,2991,   1.84
v99*z<v>5q,12,sell,Cabbage,2381,   2.08
e79*b<g>9n,9,sell,Parsnip,2340,   1.86
d87*d<d>8m,5,sell,Potato,1924,   1.91
b63*g<j>9r,10,sell,Mooli,1375,   2.09
r45*c<o>8j,18,buy,Okra,813,   1.89
b67*k<b>4x,12,sell,Sprout,2604,   1.96
p11*k<c>0r,22,sell,Carrot,2474,   1.91
c05Jg<j>6h,16,sell,Parsnip,2016,   0.84
l85*y<r>0j,24,sell,Swede,2739,   2.05
o41*r<j>1w,15,sell,Potato,2067,   1.84
c168e<h>4e,15,sell,Carrot,742,   2.00
541*z<x>4a,7,sell,Potato,264,   2.12
v04*g<h>6g,14,sell,Corn,2808,   1.85
v42*y<9>8x,17,sell,Okra,2802,   1.86
w26*h<n>2z,11,sell,Carrot,768,   1.18
b91}*b<y>0k,19,sell,Cabbage,574,   1.90
m42*w<l>0o,5,sell,Leek,2539,   2.14
v27*z<v>9y,14,sell,Kale,383,   1.98
x79*z<k>2g,21,sell,Beetroot,2199,   2.06
d76*g<p>5g,11,sell,Onion,1964,   1.93
l52*s<j>0y,22,sell,Marrow,1847,   2.06
c42*m<i>6i,14,buy,Corn,1670,   1.49
e96*c<p>7v,5,sell,Corn,780,   1.95
y65*g<d>3i,12,sell,Cabbage,1188,   1.88
y83h<s>1k,9,sell,Cabbage,834,   1.99
y82**<f>3j,12,sell,Kale,482,   1.87
n49*u<p>3j,12,sell,Okra,70,   2.01
u15*m<f>3b,22,buy,Swede,2124,   1.15
z43*m<b>2r,8,sell,Squash,2508,   1.89
c21*p<w>4d,22,sell,Okra,2646,   1.46
g52*q<s>4v,24,sell,Broccoli,1447,   1.97
v40*d<x>3i,8,sell,Kale,648,   1.96
s51*s<f>6u,11,sell,Potato,2310,   2.14
a14*t<x>7l,9,buy,Kale,2042,   1.89
t59*o<j>7v,23,sell,Turnip,1075,   1.85
r86*f<y>4t,6,sell,Swede,249,   2.11
u70*j<q>1g,14,buy,Kale,2219,   1.09
c44*h<s>0r,23,sell,Swede,2376,   1.91
m93*z<i>4s,10,sell,Okra,1601,   1.97
o59*w<o>2z,10,buy,Kale,2819,   1.87
b38*z<s>5x,18,sell,Carrot,331,   1.95
p28*h<i>7u,9,buy,Cabbage,2912,   1.92
a34*e<f>2k,6,sell,Swede,2787,   1.35
m13*r<h>2n,22,buy,Turnip,1975,   1.49
k37*h<q>6a,15,buy,Okra,2792,   1.96
k50*A<r>4n,12,sell,Swede,150,   2.07
f72*b<f>5c,23,sell,Pea,2462,   2.06
p34*f<g>3n,6,sell,Parsnip,2904,   1.91
u26*s<i>4x,7,sell,Swede,1593,   1.81
b17*n<s>3t,13,sell,Leek,1821,   1.94
u27*u<a>0a,7,buy,Marrow,2853,   2.12
a93*x<a>0s,15,sell,Marrow,678,   0.82
r21*a<v>7l,21,sell,Kale,2728,   1.94
h92*wfv>1u,9,sell,Yam,2324,   2.10
e52*g<n>5s,17,sell,Squash,234,   1.99
y50*l<f>1g,23,buy,Broccoli,564,   1.36
b21*h<c>8d,8,sell,Potato,1413,   1.81
p98*t<j>9t,19,sell,Kale,1704,   1.96
v88*m<e>3u,10,sell,Turnip,1381,   1.51
d85*r<b>2c,6,sell,Swede,2969,   1.73
e01*j<e>0s,14,sell,Marrow,2282,   0.93
k91*i<w>5m,22,sell,Swede,2897,   1.86
r05*k<e>3l,22,sell,Marrow,928,   2.13
b80*t<r>7p,23,sell,Leek,1676,   2.10
k61*y<k>7t,8,buy,Kale,385,   1.83
t72*n<q>9f,19,sell,Onion,2440,   1.98
u06*h<a>5f,17,sell,Swede,165,   1.32
m56*a<r>Ao,10,sell,Sprout,1008,   2.08
e69*e<w>7f,16,sell,Swede,1221,   1.84
p06*q<v>8d,5,sell,Turnip,1954,   1.36
u99*w<i>1c,21,buy,Marrow,2062,   1.97
n90*e<r>5o,5,buy,Mooli,2250,   1.93
w84*n<s>4e,17,sell,Potato,2358,   2.05
v25*e<m>5j,16,sell,Corn,2684,   1.85
r91*g<z>0f,7,sell,Swede,770,   1.82
y88*c<f>8x,20,sell,Cabbage,2745,   1.28
z89*o<h>1x,15,sell,Sprout,2877,   2.04
g31*g<i>2p,8,sell,Kale,2240,   1.84
z37*oi>5r,10,sell,Parsnip,1919,   1.84
z63*c<s>3j,5,sell,Mooli,1014,   2.13
a28*n<e>5m,11,sell,Potato,945,   1.86
m3*w<l>9z,7,sell,Leek,1865,   1.82
i43*d<u>7f,20,sell,Broccoli,2208,   1.89
n39*q<l>9l,15,sell,Yam,2451,   2.00
x04*u<c>0w,8,sell,Carrot,1524,   1.10
x26*j<s>5v,9,sell,Kale,1299,   0.92
v36*z<p>4p,8,sell,Cabbage,2887,   2.11
t52*b<c>8a,11,buy,Potato,1548,   1.49
x04*o<p>6j,5,sell,Swede,585,   1.82
g18*<e>3q,23,sell,Swede,1952,   1.10
u77*d<k>4m,6,sell,Turnip,2607,   2.10
z78*f<d>9c,16,buy,Marrow,1965,   2.00
u84*h<o>9v,14,sell,Mooli,2422,   1.87
k45*f<b>5d,14,sell,Kale,2665,   2.09
f67*s<w>4c,6,sell,Sprout,1357,   2.12
u34*t<n>1l,9,sell,Yam,1275,   0.76
g27*j<l>9h,11,sell,Kale,1496,   2.08
x12*p<y>Tm,8,sell,Leek,2779,   1.86
x67*m<y>5z,5,buy,Yam,1410,   1.90
h44*y<k>9q,13,sell,Onion,1078,   2.11
f01*a<o>5o,7,buy,Marrow,2799,   2.14
b30*g<t>5i,19,sell,Leek,1408,   1.92
f35*q<i>3l,15,sell,Sprout,106,   1.97
l75*y<w>3t,15,buy,Marrow,654,   1.02
m63*h<s>7y,8,buy,Kale,1118,   1.86
o70*x<x>3h,7,buy,Parsnip,2660,   1.84
x04*l<m>6j,14,sell,Yam,1264,   1.86
f05*qGl>2c,5,sell,Leek,2882,   1.97
w49n<x>3u,21,sell,Corn,2238,   1.96
r75*x<d>9v,6,sell,Yam,459,   2.01
k48*u<z>2x,16,sell,Mooli,1301,   1.84
f49*d<k>3m,12,sell,Potato,2884,   1.86
l53*l<s>5a,11,sell,Pea,1511,   1.56
s88*e<x>8i,10,buy,Parsnip,223,   1.84
f31*b<v>7a,21,sell,Cabbage,2446,   1.81
j59*x<u>6g,11,buy,Carrot,2106,   2.08
e92*t<y>1t,8,sell,Parsnip,2056,   2.00
l53*j<b>h,9,buy,Turnip,2468,   2.03
m08*x<q>6t,16,buy,Turnip,2431,   2.02
w15*f<l>8x,18,sell,Cabbage,1550,   1.11
u74*k<i>3y,9,sell,Yam,829,   2.13
z98*b<t>6w,20,sell,Yam,532,   2.14
h81*l<g>1c,20,sell,Mooli,1067,   2.12
r23*c<l>0o,10,sell,Potato,879,   2.00
y19*h<h>2e,7,sell,Kale,2010,   2.06
n90*w<a>3h,10,sell,Sprout,2580,   1.23
s03*o<e>6p,15,sell,Marrow,2648,   1.92
j74*w<d>6l,24,buy,Potato,2649,   2.01
k68*a<y>3f,23,sell,Pea,757,   2.04
u04*e<i>1l,6,sell,Marrow,820,   1.45
h40*s<d>0c,5,buy,Parsnip,1449,   1.83
w21*t<o>3t,11,buy,Turnip,2142,   1.82
h63*v<o>2j,6,sell,Marrow,2965,   1.57
v80*u<s>2d,24,sell,Parsnip,2881,   1.90
w34*q<y>0t,23,sell,Kale,667,   1.10
b49*g<k>5i,10,sell,Kale,1414,   2.13
a95*s<a>7n,7,sell,Parsnip,2398,   1.72
g54*r<m>5u,11,buy,Leek,203,   1.89
n72*n<t>9y,11,buy,Leek,1913,   1.97
m33*t<e>8x,12,sell,Potato,1576,   2.14
g06*p<d>0d,10,sell,Swede,1767,   2.09
c00*n<m>3m,14,buy,Mooli,917,   0.98
t68*r<l>9m,10,buy,Kale,2588,   1.94
a90*t<l>0m,19,sell,Cabbage,2268,   1.80
k25*a<r>6f,8,sell,Marrow,2860,   1.93
q19*a<x>6b,17,sell,Potato,1232,   2.12
hz2*p<p>8d,10,sell,Pea,2311,   1.18
z85*r<g>8m,9,buy,Yam,2147,   1.96
s56*m<q>7h,12,buy,Carrot,2775,   1.95
y39*k<y>2i,8,sell,Turnip,2023,   1.36
u98*o<k>6w,19,buy,Onion,2562,   1.71
s03*s<g>8w,23,sell,Carrot,963,   1.82
s35*p<f>Km,12,sell,Potato,2846,   1.32
i86*y<t>3y,11,sell,Carrot,2743,   2.06
b73*x<a>Sb,12,sell,Cabbage,1790,   1.76
l14*k<o>4d,6,sell,Potato,837,   1.85
&44*i<h>5s,12,buy,Leek,832,   2.06
o89*b<b>5b,7,sell,Mooli,12,   0.95
e20*h<d>1j,24,sell,Broccoli,364,   1.97
k46*e<i>7b,6,buy,Pea,2984,   2.02
o79*r<u>7n,5,sell,Marrow,798,   1.85
d59*a<z>3o,20,sell,Parsnip,2063,   2.10
k39*g<p>5o,12,sell,Cabbage,2655,   1.96
k73*l<i>7x,19,buy,Marrow,1753,   1.92
b66*o<u>8v,14,sell,Sprout,872,   1.47
o47*i<y>2r,11,sell,Okra,2672,   2.01
f23*e<c>9i,22,sell,Carrot,1090,   2.08
k53*i<)t>8n,7,sell,Kale,2998,   2.10
v32*i<e>2n,15,sell,Pea,1874,   1.35
c38*b<w>1s,9,sell,Yam,2712,   1.90
h88*x<o>6i,5,sell,Yam,1383,   1.72
le52*p<w>0e,15,sell,Swede,2616,   1.55
c84*x<a>1l,12,sell,Kale,1413,   2.06
g99*b<b>2j,16,sell,Marrow,799,   1.08
q45*x<p>6q,19,sell,Cabbage,1082,   0.98
u80*v<c>3j,8,sell,Potato,128,   1.99
i95si<n>1c,14,sell,Potato,138,   2.07
rI4*y<n>8z,12,sell,Yam,2294,   2.02
e24*q<d>9p,19,sell,Swede,2734,   2.00
v22*p<z>6b,14,sell,Mooli,1718,   2.11
h85*l<q>2h,22,buy,Cabbage,2421,   2.06
j96*h<e>2o,24,sell,Carrot,2115,   1.85
c59*p<s>9n,13,sell,Mooli,1541,   1.83
g07*c<c>1y,9,buy,Okra,1173,   1.95
n77*c<y>1v,10,sell,Cabbage,2981,   2.03
v04*e<u>4n,8,sell,Okra,2415,   1.87
q49*v<v23a,14,sell,Sprout,1994,   1.97
k43*p<z>1i,19,sell,Kale,2646,   1.94
g89*z<u>9y,7,sell,Kale,1716,   1.89
x92*s<x>4c,20,sell,Swede,1666,   1.94
f41*d<y>7s,11,sell,Marrow,1200,   1.96
f18*h<x>4a,18,sell,Marrow,513,   2.13
y02*f<g>1t,6,buy,Carrot,1146,   1.93
b20*e<a>9t,12,buy,Marrow,2068,   1.09
e70*8<f>7c,11,sell,Corn,2231,   2.12
x09*h<d>8b,5,sell,Mooli,265,   1.82
i32*h<m>1k,14,buy,Cabbage,1692,   1.27
d09v<r>7x,7,sell,Potato,79,   2.06
v62*k<a>9v,9,sell,Turnip,2126,   2.05
x9R5*p<x>5m,5,sell,Turnip,2813,   1.92
e61*k<s>9y,24,sell,Kale,2208,   1.88
i70*h<i>3p,12,buy,Beetroot,2883,   2.13
i36*m<h>3e,11,buy,Turnip,2179,   2.06
x53*p<x>2a,5,buy,Turnip,2567,   1.61
c12*y<w>8q,15,sell,Kale,2274,   0.96
w64*y<e>2h,12,sell,Yam,2341,   1.97
v56*k<y>7r,23,sell,Kale,2011,   1.95
s7*x<x>6j,9,sell,Mooli,2300,   1.91
i83*l<x>8y,17,sell,Mooli,990,   1.11
r33*i<k>3b,16,buy,Pea,2121,   1.64
d43*z<t>8w,21,sell,Yam,300,   1.99
c33*k<i>5k,10,sell,Cabbage,2079,   2.09
e95*x<f>0q,10,sell,Parsnip,2051,   1.97
f61*x<n6>0o,21,buy,Potato,1721,   1.18
j73*f<y>5m,22,sell,Carrot,2247,   1.87
i84*e<rw7v,15,sell,Marrow,1252,   1.94
y54*j<j>7e,5,sell,Marrow,32,   1.71
k20*y<t>0j,5,sell,Potato,797,   1.96
y25*h<m>6o,22,buy,Sprout,615,   1.22
y63*i<z>8k,21,sell,Cabbage,1833,   1.93
l05*y<s>1z,8,sell,Potato,2644,   2.07
j87*k<i>1m,6,sell,Kale,2975,   1.70
q94*w<e>3a,7,sell,Parsnip,1129,   1.99
v63*r<fl8a,18,sell,Mooli,1430,   2.05
d42*e<p>7n,7,buy,Kale,1125,   0.85
h87*d<z>7t,16,buy,Marrow,2276,   1.94
y60*t<f>2l,8,buy,Marrow,851,   1.76
s16*p<t>6s,12,sell,Leek,224,   2.03
j22*e<h>5a,8,sell,Pea,2940,   1.80
n70*l<k>1c,12,sell,Yam,453,   1.89
r25*x<h>8x,9,sell,Sprout,2652,   2.14
i46*p<t>0o,7,sell,Parsnip,1911,   1.89
s52*d<h>2f,21,buy,Potato,1723,   2.13
t48*t<s>3m,15,sell,Yam,2803,   1.92
f32*g<o>4p,19,sell,Carrot,2557,   1.92
h01*a<a>0s,23,sell,Swede,1812,   2.11
n99*t<x>0g,5,sell,Leek,2813,   1.83
u38*t<d>8q,6,sell,Leek,2633,   2.11
e25J*t<f>8m,6,buy,Onion,210,   2.07
o29*x<a>8s,22,sell,Potato,1553,   1.44
y95*t<e>5r,12,sell,Mooli,2757,   2.02
n23*h<t>5e,11,sell,Mooli,1576,   1.95
s26*g<v73m,8,sell,Marrow,1530,   1.02
q20*b<v>5z,5,sell,Leek,2313,   1.88
v41*f<w>6c,8,sell,Swede,2328,   2.05
o43*x<l>4o,12,sell,Leek,486,   2.05
k71*v<g>8q,18,sell,Parsnip,554,   1.71
n27*e<v>1o,11,sell,Potato,1424,   1.71
l06*g<o>5e,13,buy,Marrow,2567,   2.12
l75*q<r>5w,10,sell,Turnip,1262,   1.83
r40*e<w>6g,8,sell,Swede,979,   1.98
h43*h<l>9k,23,sell,Kale,836,   1.97
m03*i<o>3k,6,sell,Potato,1295,   1.83
rn0*g<d>1k,17,buy,Yam,1946,   1.98
e08*u<k>2r,20,buy,Sprout,2497,   1.97
k19*y<q>6q,8,buy,Potato,2619,   1.98
q90*8n<d>4x,6,sell,Cabbage,140,   2.09
v55*f<p>1l,11,sell,Cabbage,208,   2.10
t80*t<f>5n,12,sell,Kale,2331,   1.40
z86*y<l>2v,11,buy,Kale,2606,   1.17
p07*l<m>1b,8,buy,Cabbage,2138,   1.89
g38*x<u>1i,13,buy,Swede,1655,   1.80
e73*u<x>6i,8,buy,Marrow,2603,   2.11
l13*d<l>5o,18,sell,Marrow,2479,   1.82
g40*f<l>4v,8,sell,Turnip,1848,   1.94
16*b<n>1v,6,sell,Broccoli,2456,   1.90
o97*d<k>3m,5,sell,Kale,1020,   1.81
z95*x<w>4x,9,sell,Okra,1001,   1.86
v92*d<q>9i,11,sell,Kale,2802,   1.51
t66*x<h>6b,12,sell,Corn,471,   1.03
z63*j<b>6d,12,buy,Marrow,2197,   1.85
v26*j<c>5o,11,sell,Parsnip,117,   2.09
z67*6z<d>4i,21,sell,Yam,2118,   1.90
t43*b<y>5n,5,sell,Parsnip,701,   2.02
p32*z<y>7f,8,sell,Leek,1766,   1.85
u10*e<z>9b,18,sell,Broccoli,1337,   1.34
n55*t<z>3u,12,sell,Potato,2510,   1.92
l67*1t<t>1n,20,sell,Carrot,1072,   2.10
v33*p<b>6m,10,sell,Carrot,2470,   1.97
a82*t<v>6g,10,sell,Yam,552,   2.09
a26*r<o>8o,22,sell,Turnip,2545,   1.87
m92*w<s>2g,7,sell,Yam,1532,   1.94
n32*h<c>0f,9,sell,Corn,2918,   1.20
l26*o<x>6i,5,sell,Marrow,1657,   1.99
m88*f<z>9k,10,sell,Yam,1822,   2.06
w36*o<i>2d,24,buy,Marrow,2711,   1.93
a64*s<f>7n,9,sell,Okra,2842,   1.24
v76*a<e>3j,15,buy,Mooli,820,   0.87
m73*n<m>4t,13,buy,Cabbage,1939,   1.89
v81*u<g>2b,17,buy,Beetroot,2927,   2.15
w07*y<h>1l,13,sell,Okra,2248,   2.03
f82*x<e>3t,8,sell,Kale,972,   1.88
w38*e<r>3h,9,sell,Carrot,2612,   2.06
h93*h<f>0w,9,sell,Okra,2216,   2.13
g24*k<b>6u,22,sell,Parsnip,1206,   0.93
k65*v<u>5i,9,sell,Broccoli,2881,   2.03
